Tipo de usuario,Fuente/medio,Código ISO del país,Categoría de dispositivo,Usuarios,Sesiones,Número de páginas vistas,Transacciones,Ingresos
Returning Visitor,iberostar.epreselec.com / referral,PE,desktop,1,1,1,0,0
Returning Visitor,iberostar.epreselec.com / referral,PT,mobile,1,1,2,0,0
Returning Visitor,iberostar.epreselec.com / referral,US,desktop,1,2,9,0,0
Returning Visitor,iberostar.me / referral,ME,desktop,1,1,2,0,0
Returning Visitor,iberostar.mx / referral,ES,desktop,1,1,4,0,0
Returning Visitor,iberostar.mx / referral,US,mobile,1,2,36,0,0
Returning Visitor,iberostar.us / referral,ES,desktop,1,3,20,0,0
Returning Visitor,iberostar.us / referral,FR,desktop,1,1,2,0,0
Returning Visitor,iberostar.us4.list-manage.com / referral,AR,desktop,1,3,41,0,0
Returning Visitor,iberostar.us4.list-manage1.com / referral,ES,desktop,1,1,1,0,0
Returning Visitor,iberostar.wifi / referral,DE,tablet,1,2,2,0,0
Returning Visitor,iberostar.wifi / referral,ES,mobile,1,1,5,0,0
Returning Visitor,iberostar.wifi / referral,GB,mobile,1,1,1,0,0
Returning Visitor,iberostar.wifi / referral,NL,mobile,1,1,3,0,0
Returning Visitor,iberostaragentincentive.com / referral,US,mobile,1,1,4,0,0
Returning Visitor,iberostaragents.com / referral,US,desktop,1,1,1,0,0
Returning Visitor,iberostaranthelia.com / referral,BE,mobile,1,1,1,0,0
Returning Visitor,iberostaranthelia.com / referral,CH,desktop,1,1,1,0,0
Returning Visitor,iberostaranthelia.com / referral,DE,tablet,1,1,1,0,0
Returning Visitor,iberostaranthelia.com / referral,DK,desktop,1,1,1,0,0
Returning Visitor,iberostaranthelia.com / referral,FR,tablet,1,1,3,0,0
Returning Visitor,iberostaranthelia.com / referral,IE,desktop,1,1,2,0,0
Returning Visitor,iberostaranthelia.com / referral,IT,desktop,1,1,1,0,0
Returning Visitor,iberostaranthelia.com / referral,LV,tablet,1,2,3,0,0
Returning Visitor,iberostaranthelia.com / referral,NO,tablet,1,1,2,0,0
Returning Visitor,iberostaranthelia.com / referral,US,desktop,1,4,5,0,0
Returning Visitor,iberostarcancun.com.mx / referral,CO,mobile,1,1,13,0,0
Returning Visitor,iberostarcancun.com.mx / referral,MX,desktop,1,1,5,0,0
Returning Visitor,iberostarclubsonantem.com / referral,FR,desktop,1,2,6,0,0
Returning Visitor,iberostarcycling.com / referral,CH,desktop,1,1,4,0,0
Returning Visitor,iberostarcycling.com / referral,DE,desktop,1,1,1,0,0
Returning Visitor,iberostarcycling.com / referral,NL,tablet,1,2,4,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,AR,mobile,1,2,3,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,FR,desktop,1,4,9,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,GB,desktop,1,1,6,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,GB,mobile,1,1,1,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,IT,desktop,1,1,1,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,IT,mobile,1,1,3,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,SK,desktop,1,1,2,0,0
Returning Visitor,iberostarnews.com / referral,ES,desktop,1,2,5,0,0
Returning Visitor,iberostarnews.com / referral,ES,mobile,1,1,1,0,0
Returning Visitor,iberostarnews.com / referral,PT,desktop,1,1,2,0,0
Returning Visitor,iberostarnews.com / referral,SE,desktop,1,14,56,0,0
Returning Visitor,iberostarplayagaviotas.com / referral,IT,mobile,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,AR,mobile,1,3,55,0,0
Returning Visitor,iberostarpoints.com / referral,AT,tablet,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,AU,mobile,1,1,12,0,0
Returning Visitor,iberostarpoints.com / referral,BE,mobile,1,3,17,0,0
Returning Visitor,iberostarpoints.com / referral,BE,tablet,1,2,17,0,0
Returning Visitor,iberostarpoints.com / referral,BR,desktop,1,2,8,0,0
Returning Visitor,iberostarpoints.com / referral,BR,mobile,1,1,2,0,0
Returning Visitor,iberostarpoints.com / referral,CH,tablet,1,1,6,0,0
Returning Visitor,iberostarpoints.com / referral,CY,desktop,1,4,30,0,0
Returning Visitor,iberostarpoints.com / referral,DK,desktop,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,DZ,desktop,1,1,10,0,0
Returning Visitor,iberostarpoints.com / referral,FR,mobile,1,2,2,0,0
Returning Visitor,iberostarpoints.com / referral,FR,tablet,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,HU,desktop,1,2,3,0,0
Returning Visitor,iberostarpoints.com / referral,IS,desktop,1,2,10,1,841.37
Returning Visitor,iberostarpoints.com / referral,LU,desktop,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,MA,desktop,1,1,2,0,0
Returning Visitor,iberostarpoints.com / referral,MX,tablet,1,1,3,0,0
Returning Visitor,iberostarpoints.com / referral,NL,tablet,1,1,4,0,0
Returning Visitor,iberostarpoints.com / referral,NO,desktop,1,1,10,1,1005.02
Returning Visitor,iberostarpoints.com / referral,PL,desktop,1,1,3,0,0
Returning Visitor,iberostarpoints.com / referral,RU,tablet,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,SK,desktop,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,TR,desktop,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,UA,mobile,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,UA,tablet,1,1,1,0,0
Returning Visitor,iberostarpoints.com / referral,US,mobile,1,1,12,0,0
Returning Visitor,iberostarpro.com / referral,BE,desktop,1,1,1,0,0
Returning Visitor,iberostarpro.com / referral,FR,desktop,1,1,5,0,0
Returning Visitor,iberostarpro.com / referral,SE,desktop,1,2,15,0,0
Returning Visitor,iberostarsonantem.com / referral,ES,tablet,1,1,0,0,0
Returning Visitor,iberostartheclub.com / referral,AT,desktop,1,2,6,0,0
Returning Visitor,iberostartheclub.com / referral,BE,tablet,1,3,17,0,0
Returning Visitor,iberostartheclub.com / referral,BO,mobile,1,1,0,0,0
Returning Visitor,iberostartheclub.com / referral,BR,mobile,1,1,5,0,0
Returning Visitor,iberostartheclub.com / referral,BS,desktop,1,1,7,0,0
Returning Visitor,iberostartheclub.com / referral,BS,mobile,1,1,69,0,0
Returning Visitor,iberostartheclub.com / referral,CH,mobile,1,4,69,0,0
Returning Visitor,iberostartheclub.com / referral,CO,mobile,1,4,12,0,0
Returning Visitor,iberostartheclub.com / referral,CR,mobile,1,1,3,0,0
Returning Visitor,iberostartheclub.com / referral,DE,mobile,1,1,2,0,0
Returning Visitor,iberostartheclub.com / referral,DK,desktop,1,1,2,0,0
Returning Visitor,iberostartheclub.com / referral,ES,tablet,1,1,2,0,0
Returning Visitor,iberostartheclub.com / referral,GG,tablet,1,3,16,0,0
Returning Visitor,iberostartheclub.com / referral,IE,tablet,1,4,46,0,0
Returning Visitor,iberostartheclub.com / referral,JM,mobile,1,2,37,0,0
Returning Visitor,iberostartheclub.com / referral,LU,desktop,1,1,2,0,0
Returning Visitor,iberostartheclub.com / referral,LU,mobile,1,2,4,0,0
Returning Visitor,iberostartheclub.com / referral,PE,tablet,1,2,6,0,0
Returning Visitor,iberostartheclub.com / referral,PR,desktop,1,2,14,0,0
Returning Visitor,iberostartheclub.com / referral,RO,desktop,1,1,1,0,0
Returning Visitor,iberostartheclub.com / referral,RU,desktop,1,1,4,0,0
Returning Visitor,iberostartheclub.com / referral,SE,desktop,1,1,2,0,0
Returning Visitor,iberostartheclub.com / referral,SV,mobile,1,1,2,0,0
Returning Visitor,iberostartheclub.com / referral,TH,mobile,1,2,3,0,0
Returning Visitor,ibiza.travel / referral,ES,desktop,1,1,1,0,0
Returning Visitor,ibtmworld.com / referral,CA,desktop,1,1,5,0,0
Returning Visitor,ibtmworld.com / referral,IN,desktop,1,1,1,0,0
Returning Visitor,icrs.visitus-inc.com / referral,AT,desktop,1,1,9,0,0
Returning Visitor,icrs.visitus-inc.com / referral,BE,tablet,1,2,13,0,0
Returning Visitor,icrs.visitus-inc.com / referral,CA,tablet,1,4,50,0,0
Returning Visitor,icrs.visitus-inc.com / referral,CH,tablet,1,1,4,0,0
Returning Visitor,icrs.visitus-inc.com / referral,DE,mobile,1,3,29,0,0
Returning Visitor,icrs.visitus-inc.com / referral,DO,tablet,1,2,9,0,0
Returning Visitor,icrs.visitus-inc.com / referral,ES,mobile,1,1,1,0,0
Returning Visitor,icrs.visitus-inc.com / referral,GB,tablet,1,1,1,0,0
Returning Visitor,icrs.visitus-inc.com / referral,HK,desktop,1,1,3,0,0
Returning Visitor,icrs.visitus-inc.com / referral,IT,desktop,1,1,5,0,0
Returning Visitor,icrs.visitus-inc.com / referral,IT,mobile,1,1,1,0,0
Returning Visitor,icrs.visitus-inc.com / referral,IT,tablet,1,2,3,0,0
Returning Visitor,icrs.visitus-inc.com / referral,MA,desktop,1,3,27,0,0
Returning Visitor,icrs.visitus-inc.com / referral,MX,tablet,1,3,35,0,0
Returning Visitor,icrs.visitus-inc.com / referral,NL,desktop,1,1,1,0,0
Returning Visitor,icrs.visitus-inc.com / referral,NL,mobile,1,1,1,0,0
Returning Visitor,icrs.visitus-inc.com / referral,NO,desktop,1,1,2,0,0
Returning Visitor,icrs.visitus-inc.com / referral,PL,desktop,1,1,1,0,0
Returning Visitor,icstrvl.ru / referral,RU,desktop,1,2,11,0,0
Returning Visitor,idstl.plextravel.com / referral,US,tablet,1,4,8,0,0
Returning Visitor,iicmadrid.esteri.it / referral,ES,desktop,1,1,2,0,0
Returning Visitor,ilgiramondo.net / referral,IT,desktop,1,1,3,0,0
Returning Visitor,ilgiramondo.net / referral,IT,mobile,1,1,23,0,0
Returning Visitor,images.google / organic,AR,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,CA,mobile,1,1,1,0,0
Returning Visitor,images.google / organic,ES,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,FR,tablet,1,1,1,0,0
Returning Visitor,images.google / organic,GN,desktop,1,1,3,0,0
Returning Visitor,images.google / organic,HT,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,IN,mobile,1,1,2,0,0
Returning Visitor,images.google / organic,IT,desktop,1,3,15,0,0
Returning Visitor,images.google / organic,IT,mobile,1,1,1,0,0
Returning Visitor,images.google / organic,IT,tablet,1,1,3,0,0
Returning Visitor,images.google / organic,JO,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,LU,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,MA,mobile,1,1,1,0,0
Returning Visitor,images.google / organic,NL,mobile,1,1,2,0,0
Returning Visitor,images.google / organic,SE,tablet,1,1,3,0,0
Returning Visitor,images.google / organic,SN,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,US,mobile,1,1,1,0,0
Returning Visitor,images.google / organic,US,tablet,1,1,3,0,0
Returning Visitor,images.google / organic,VN,desktop,1,1,1,0,0
Returning Visitor,images.google / organic,ZA,mobile,1,1,1,0,0
Returning Visitor,images.google / organic,ZZ,mobile,1,1,3,0,0
Returning Visitor,images.google.co.in / referral,US,mobile,1,1,2,0,0
Returning Visitor,images.google.com.pk / referral,IN,desktop,1,1,1,0,0
Returning Visitor,images.google.de / referral,AT,tablet,1,1,2,0,0
Returning Visitor,images.google.de / referral,CH,desktop,1,1,5,0,0
Returning Visitor,images.google.de / referral,CZ,desktop,1,1,1,0,0
Returning Visitor,images.google.de / referral,DO,tablet,1,1,13,0,0
Returning Visitor,images.google.de / referral,ES,desktop,1,1,1,0,0
Returning Visitor,images.google.de / referral,FR,mobile,1,1,1,0,0
Returning Visitor,images.google.de / referral,IT,desktop,1,1,1,0,0
Returning Visitor,images.google.de / referral,LU,desktop,1,1,1,0,0
Returning Visitor,images.google.de / referral,MX,desktop,1,1,2,0,0
Returning Visitor,images.google.de / referral,MX,mobile,1,3,10,0,0
Returning Visitor,images.google.de / referral,NL,desktop,1,1,3,0,0
Returning Visitor,images.google.de / referral,PT,mobile,1,1,1,0,0
Returning Visitor,images.google.de / referral,RU,tablet,1,1,1,0,0
Returning Visitor,images.google.de / referral,UY,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,CA,desktop,1,1,2,0,0
Returning Visitor,images.google.fr / referral,DE,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,DZ,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,GB,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,JO,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,LU,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,MC,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,SN,desktop,1,1,1,0,0
Returning Visitor,images.google.fr / referral,TN,desktop,1,1,1,0,0
Returning Visitor,imaginetravel.tur.ar / referral,AR,mobile,1,3,4,0,0
Returning Visitor,imaginetravel.tur.ar / referral,AR,tablet,1,1,4,0,0
Returning Visitor,incredimail / organic,DE,desktop,1,1,13,0,0
Returning Visitor,incredimail / organic,LB,desktop,1,2,2,0,0
Returning Visitor,indeed.com / referral,NL,desktop,1,1,1,0,0
Returning Visitor,indeed.com / referral,US,desktop,1,1,2,0,0
Returning Visitor,indeed.nl / referral,NL,desktop,1,1,3,0,0
Returning Visitor,independent.co.uk / referral,ES,tablet,1,2,15,0,0
Returning Visitor,independent.co.uk / referral,GB,desktop,1,2,4,0,0
Returning Visitor,indulgy.com / referral,ES,desktop,1,1,2,0,0
Returning Visitor,infermeriabalear.com / referral,ES,mobile,1,2,3,0,0
Returning Visitor,info.co.uk / referral,GB,tablet,1,1,5,0,0
Returning Visitor,info.com / referral,BE,tablet,1,1,1,0,0
Returning Visitor,info.com / referral,CA,desktop,1,1,1,0,0
Returning Visitor,info.dogpile.com / referral,CL,mobile,1,6,37,0,0
Returning Visitor,infojobs.net / referral,ES,desktop,1,1,1,0,0
Returning Visitor,infojobs.net / referral,ES,mobile,1,1,15,0,0
Returning Visitor,infojobs.net / referral,NL,desktop,1,1,3,0,0
Returning Visitor,infojove.caib.es / referral,ES,mobile,1,1,3,0,0
Returning Visitor,insel-teneriffa.de / referral,DE,mobile,1,1,4,0,0
Returning Visitor,inside.dev / referral,ES,desktop,1,1,1,0,0
Returning Visitor,inside.dev:3000 / referral,ES,desktop,1,6,17,0,0
Returning Visitor,inside.iberostar / (not set),AU,mobile,1,1,2,0,0
Returning Visitor,inside.iberostar / (not set),BE,tablet,1,1,2,0,0
Returning Visitor,inside.iberostar / (not set),BO,desktop,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),BR,tablet,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),CL,mobile,1,1,2,0,0
Returning Visitor,inside.iberostar / (not set),FR,mobile,1,2,7,0,0
Returning Visitor,inside.iberostar / (not set),HU,desktop,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),IE,mobile,1,1,11,0,0
Returning Visitor,inside.iberostar / (not set),IE,tablet,1,1,3,0,0
Returning Visitor,inside.iberostar / (not set),IQ,desktop,1,1,2,0,0
Returning Visitor,inside.iberostar / (not set),IT,mobile,1,1,3,0,0
Returning Visitor,inside.iberostar / (not set),JM,desktop,1,1,2,0,0
Returning Visitor,inside.iberostar / (not set),JP,tablet,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),KY,desktop,1,1,3,0,0
Returning Visitor,inside.iberostar / (not set),LI,desktop,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),LT,desktop,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),PE,mobile,1,1,11,0,0
Returning Visitor,inside.iberostar / (not set),PL,desktop,1,2,14,0,0
Returning Visitor,inside.iberostar / (not set),PR,desktop,1,1,4,0,0
Returning Visitor,inside.iberostar / (not set),RO,desktop,1,1,4,0,0
Returning Visitor,inside.iberostar / (not set),RU,mobile,1,1,3,0,0
Returning Visitor,inside.iberostar / (not set),SE,mobile,1,1,4,0,0
Returning Visitor,inside.iberostar / (not set),SE,tablet,1,1,2,0,0
Returning Visitor,inside.iberostar / (not set),SK,desktop,1,1,4,0,0
Returning Visitor,inside.iberostar / (not set),TC,desktop,1,1,1,0,0
Returning Visitor,inside.iberostar / (not set),UA,mobile,1,2,50,0,0
Returning Visitor,inside.iberostar / (not set),UY,tablet,1,1,1,0,0
Returning Visitor,insidertravel.nl / referral,AR,desktop,1,2,6,0,0
Returning Visitor,insidertravel.nl / referral,CA,tablet,1,2,9,0,0
Returning Visitor,insidertravel.nl / referral,CH,desktop,1,1,1,0,0
Returning Visitor,insidertravel.nl / referral,CZ,desktop,1,6,31,0,0
Returning Visitor,insidertravel.nl / referral,CZ,mobile,1,1,4,0,0
Returning Visitor,insidertravel.nl / referral,DK,desktop,1,1,1,0,0
Returning Visitor,insidertravel.nl / referral,ES,desktop,1,1,2,0,0
Returning Visitor,insidertravel.nl / referral,ES,tablet,1,1,2,0,0
Returning Visitor,insidertravel.nl / referral,FI,mobile,1,1,4,0,0
Returning Visitor,insidertravel.nl / referral,FR,desktop,1,4,10,0,0
Returning Visitor,insidertravel.nl / referral,GB,mobile,1,2,178,0,0
Returning Visitor,insidertravel.nl / referral,IS,desktop,1,1,9,0,0
Returning Visitor,insidertravel.nl / referral,LU,desktop,1,1,3,0,0
Returning Visitor,insidertravelpep.com / referral,BG,tablet,1,3,19,0,0
Returning Visitor,insidertravelpep.com / referral,BR,tablet,1,1,2,0,0
Returning Visitor,insidertravelpep.com / referral,DK,mobile,1,1,12,0,0
Returning Visitor,insidertravelpep.com / referral,IN,desktop,1,2,3,0,0
Returning Visitor,insidertravelpep.com / referral,IT,mobile,1,1,2,0,0
Returning Visitor,insputnik.ru / referral,RU,desktop,1,1,9,0,0
Returning Visitor,instagram.com / referral,ZZ,mobile,1,1,1,0,0
Returning Visitor,int.search.myway.com / referral,GI,desktop,1,2,4,1,1220.94
Returning Visitor,int.search.mywebsearch.com / referral,DE,desktop,1,1,10,0,0
Returning Visitor,int.search.mywebsearch.com / referral,FR,desktop,1,1,3,0,0
Returning Visitor,int.search.mywebsearch.com / referral,GB,desktop,1,1,0,0,0
Returning Visitor,int.search.mywebsearch.com / referral,PT,desktop,1,1,3,0,0
Returning Visitor,int.search.mywebsearch.com / referral,RO,desktop,1,1,2,0,0
Returning Visitor,int.search.tb.ask.com / referral,CA,mobile,1,1,3,0,0
Returning Visitor,int.search.tb.ask.com / referral,DO,desktop,1,2,12,0,0
Returning Visitor,int.search.tb.ask.com / referral,FR,mobile,1,1,2,0,0
Returning Visitor,int.search.tb.ask.com / referral,GB,tablet,1,1,3,0,0
Returning Visitor,int.search.tb.ask.com / referral,GR,desktop,1,3,7,0,0
Returning Visitor,int.search.tb.ask.com / referral,IE,desktop,1,1,1,0,0
Returning Visitor,int.search.tb.ask.com / referral,LT,desktop,1,2,3,0,0
Returning Visitor,int.search.tb.ask.com / referral,LU,desktop,1,2,14,0,0
Returning Visitor,int.search.tb.ask.com / referral,ME,desktop,1,1,1,0,0
Returning Visitor,int.search.tb.ask.com / referral,NL,desktop,1,1,6,0,0
Returning Visitor,int.search.tb.ask.com / referral,PR,desktop,1,1,1,0,0
Returning Visitor,int.search.tb.ask.com / referral,PY,desktop,1,1,1,0,0
Returning Visitor,int.search.tb.ask.com / referral,VE,desktop,1,1,1,0,0
Returning Visitor,INTEGRAL_ES / afiliacion,ES,desktop,1,2,2,0,0
Returning Visitor,INTEGRAL_PT / afiliacion,BR,desktop,1,1,3,0,0
Returning Visitor,INTEGRAL_RU / afiliacion,EE,desktop,1,1,2,0,0
Returning Visitor,INTEGRAL_UK / afiliacion,GB,desktop,1,1,1,0,0
Returning Visitor,intranet.vdm.com / referral,FR,desktop,1,1,2,0,0
Returning Visitor,invbay.ru / referral,RU,tablet,1,1,2,0,0
Returning Visitor,ipadpeek.com / referral,ES,desktop,1,2,20,0,0
Returning Visitor,isaacl.katieranthony.com / referral,US,desktop,1,2,4,0,0
Returning Visitor,isearch.searchcompletion.com / referral,GB,desktop,1,1,4,0,0
Returning Visitor,islacanela.es / referral,BE,desktop,1,1,1,0,0
Returning Visitor,islacanela.es / referral,ES,mobile,1,1,7,0,0
Returning Visitor,islacanela.es / referral,ES,tablet,1,1,3,0,0
Returning Visitor,islacanela.es / referral,FR,desktop,1,1,7,0,0
Returning Visitor,islacanela.es / referral,IT,desktop,1,1,2,0,0
Returning Visitor,islands.com / referral,AR,desktop,1,1,3,0,0
Returning Visitor,islands.com / referral,EC,tablet,1,1,4,0,0
Returning Visitor,islands.com / referral,GB,tablet,1,3,7,0,0
Returning Visitor,islands.com / referral,NL,mobile,1,1,1,0,0
Returning Visitor,islas.co.uk / referral,GB,mobile,1,1,2,0,0
Returning Visitor,it.iberostarplayagaviotas.com / referral,IT,tablet,1,3,5,0,0
Returning Visitor,it.iberostarplayagaviotaspark.com / referral,IT,tablet,1,1,1,0,0
Returning Visitor,it.mall.dubli.com / referral,IT,mobile,1,2,2,0,0
Returning Visitor,it.search.yahoo.com / referral,ES,desktop,1,1,2,0,0
Returning Visitor,ittour.com.ua / referral,UA,desktop,1,1,1,0,0
Returning Visitor,ixquick.de / referral,DE,desktop,1,1,1,0,0
Returning Visitor,jamaicayp.com / referral,CA,desktop,1,1,5,0,0
Returning Visitor,jamaicayp.com / referral,JM,desktop,1,1,1,0,0
Returning Visitor,jamajka.orbion.com / referral,SK,desktop,1,1,1,0,0
Returning Visitor,jandiadivers.com / referral,DE,desktop,1,1,1,0,0
Returning Visitor,jessandwillwedding.com / referral,US,desktop,1,1,7,0,0
Returning Visitor,jetlagandmayhem.com / referral,BE,desktop,1,1,3,0,0
Returning Visitor,jetlagandmayhem.com / referral,BE,tablet,1,1,1,0,0
Returning Visitor,jetlagandmayhem.com / referral,CZ,desktop,1,1,3,0,0
Returning Visitor,jetlagandmayhem.com / referral,DK,desktop,1,1,4,0,0
